post_id,tweet,subject_keyword,sentiment
167,"#BREAKING: Rishabh Pant steps down as Lucknow Super Giants captain, franchise posts the information #LSG",LSG,positive
168,#Rishabpant has Stepped Down as #LSG Captain.,LSG,neutral
169,"What's Rishabh Pant's future with #LSG @joybhattacharj, @bhogleharsha & @gauravkapur discuss #IPL2026 @GoogleIndia",LSG,neutral
170,A proud father #Cricket #SachinTendulkar #LSG #IPL #ArjunTendulkar,LSG,positive
171,#RishabhPant steps down from #LSG captaincy,LSG,neutral
172,"PANT QUIT CAPTAINCY IN IPL, LSG KO 27CR. KA CHOONA? #rishabhpant #ipl2026 #lsg",LSG,neutral
173,"After another underwhelming IPL season, with LSG finishing at the foot of the table, head coach Justin Langer is on a slippery slope. Kane Williamson could be set for a bigger role going ahead. #LSG #IPL @shamik100",LSG,neutral
174,IPL #ipl #lsg #iplt20,LSG,neutral
175,Rishabh Pant has been relieved of his captaincy duties following his request. #IPL2026 #lsg #RishabhPant,LSG,neutral
176,"Wooden spoon in What do #LSG need to fix for @bhogleharsha, @joybhattacharj & @gauravkapur review @GoogleIndia",LSG,neutral
177,Rishabh Pant steps down as LSG captain after disastrous IPL 2026 campaign Read @ANI Story | http:// aninews.in/news/sports/cr icket/rishabh-pant-steps-down-as-lsg-captain-after-disastrous-ipl-2026-campaign20260529174033/ … #RishabhPant #LSG #LSGCaptaincy #LucknowSuperGiants,LSG,neutral
178,Why Did Rishabh Pant Leave the Captaincy of Lucknow Super Giants? #RishabhPant #LSG #LucknowSuperGiants #IPL #IPL2026 #CricketNews #ATDigital,LSG,positive
179,"Rishabh Pant, who joined the franchise for a record-breaking auction price, couldn't live up to the expectations. #Cricket #LSG #RishabhPant",LSG,neutral
180,Rishabh Pant's Withdrawal! #RishabhPant | #LSG | #LucknowSuperGiants | #IPL2026,LSG,neutral
181,Rishabh Pant with Goenka Saab LSG #GTvsRR #LSG,LSG,neutral
182,"EXCLUSIVE ""Ab sab chukk jayega"" The IPL dream that will free Mukul Choudhary's family from debt READ: http:// toi.in/xYPzLa35 LSG batter speaks to @amitkumar104 #MukulChoudhary #LSG #IPL2026",LSG,neutral
183,"#RishabhPant #LSG #IPL2026 BREAKING: Rishabh Pant has stepped down as Lucknow Super Giants captain with immediate effect. LSG confirmed that Pant himself requested to be relieved of captaincy duties, and the franchise has accepted the decision.",LSG,positive
184,"Rishabh @RishabhPant17 is not going anywhere He is part of LSG setup, All News related to his transfer are false. Mitchell Marsh will be new captain of LSG #lsg #rishabhpant",LSG,neutral
185,"After LSG's poor performance in IPL 2026, Rishabh Pant steps down as captain; franchise shares info via special post. #IPL2026 #LSG #RishabhPant #ABPNews",LSG,negative
186,#RishabhPant #LSG #Pant #LucknowSuperGiants How Rishabh Pant’s Rs 27 crore LSG move turned into an IPL disaster in just two seasons READ,LSG,negative
187,Rishabh Pant Quits As LSG Captain After Disappointing IPL 2026 Season The move comes after Lucknow Super Giants endured a poor IPL 2026 campaign under Pant’s leadership. #RishabhPant #LSG #IPL2026 #LucknowSuperGiants #IPL,LSG,neutral
188,From dreams of five IPL titles to a captaincy stint that ends without silverware. #IPL2026 #LSG #Cricket #Sportskeeda,LSG,neutral
189,Lucknow Super Giants have released a statement announcing that Rishabh Pant has been relieved of his duties as the team captain. #Cricket #LSG #IPL2026,LSG,positive
190,"Rishabh Pant ends his stint as LSG captain on a disappointing note after finding himself on this unwanted list Hopefully, Pant bounces back stronger next season and rediscovers his best form both as a batter and leader #RishabhPant #LSG #IPL2026 #Sportskeeda",LSG,positive
191,Rishabh Pant से क्यों कप्तानी छीनेगी LSG? #ATDigital #RishabhPant #LSG #IPL2026 #LucknowSuperGiants #CricketNews,LSG,neutral
192,"Sad that he couldn't get opportunities soon enough in the #IPL, despite it being clear that #LSG wasn't going to make it to the playoffs. He is tall, has a higher release point. All that he needs is a bit more pace. Besides, he is a big hitter down the order.",LSG,neutral
193,"#LSG should do one thing: instead of removing Rishabh Pant from the captaincy, they should request BCCI to remove their franchise from the IPL. From the owners to the jersey to the stadium to the team name to the logo, everything is the worst. #IPL2026",LSG,negative
194,BREAKING: Rishabh Pant steps down as Lucknow Super Giants captain #RishabhPant #LSG #IPL2026,LSG,positive
195,"With Rishabh Pant stepping down from the captaincy, which player do you think has the best chance of leading LSG in the upcoming IPL season? #IPL2026 #LSG #Cricket #Sportskeeda",LSG,positive
196,Captain Pant Quits Captaincy! #LSG | #RishabhPant | #IPL2026 | #TamilNews | #LatestNews | #NewsUpdate,LSG,neutral
197,"What lies at the heart of owning an @IPL team? Our Vice Chairman, Shashwat Goenka, shares his perspective. @shashwatgoenka @LucknowIPL #IPL #LSG #LucknowSuperGiants #RPSGGroup",LSG,neutral
198,"Rishabh Pant's Withdrawal Rishabh Pant has stepped down from the captaincy role of the Lucknow team. In the ongoing IPL series, the Lucknow team, with 4 wins, has been eliminated from the tournament. The team management has accepted Rishabh Pant's withdrawal #ipl",LSG,neutral
199,"Rishabh Pant has stepped down as captain of Lucknow Super Giants following the team's last-place finish in IPL 2026. Pant led LSG through a difficult campaign, with the franchise now expected to begin the search for a new leader ahead of the next season. #IPL2026 #LSG",LSG,positive
200,"The ""BIGGEST TRADE"" of IPL on cards. As we all know, Hardik Pandya is set to move on from Mumbai Indians captaincy as well as a player and is likely to be traded to #LSG in return #MI will get #RishabhPant. What's your opinion?? Just to know that, Lucknow Super Giants",LSG,positive
201,"Hardik Pandya To Leave Mumbai Indians, Rohit Sharma's 'Blessings' Crucial for Next Captain: Sources #IPL2026 #MI",MI,neutral
202,"Rasikh Salam faced a 2-yr ban for age-fudging in 2019, many thought it’s over for him. But he went to Mumbai, thanks to #MI, didn’t miss a day of practice despite knowing his future is uncertain. Came back in 2022, got injured. Out again. But he never gave up. #RCB #IPLFinal",MI,positive
203,Who Will Be The Mumbai Indian's Next Captain? Here Are My Candidates #Aakashvani #MI #HardikPandya,MI,neutral
204,"Livingstone reveals #SRH blocked #MI from getting Salil Arora! ""We bought a player Mumbai really wanted. We had more money, so we got him. The owners loved him, so he was locked in. Dan(Vettori) told me that” Every team knew we needed an Indian Keeper",MI,positive
205,Oh!! MI makes it more tricky. Asking for a spinner too. #Ipl #Mi #trade,MI,neutral
206,"From years of heartbreak to building a champion legacy #RCB have now entered the elite club of back-to-back IPL winners, joining the likes of #MI and #CSK. What once felt impossible is now history. #ViratKohli ’s era of belief has finally transformed into an era of dominance.",MI,neutral
207,"If Hardik Pandya enters the IPL 2027 auction, which team will go all out to sign him? Which franchise would you like to see Hardik represent in IPL 2027? #IPL2026 #MI #HardikPandya #Sportskeeda",MI,neutral
208,"Captain For Captain Uh! MI Your Very Chalak Bro, Dararo Ka Faidha Kayse Utaye MI Se Seekho! #iplfinals #Mi #Trade",MI,neutral
209,Immense joy - Suryakumar Yadav #ShreyasIyer | #MI | #T20 | #SuryakumarYadav,MI,neutral
210,"If I’m part of the decision-making group, I’d honestly rather invest that ₹22.15 Cr purse into smart auction picks instead of forcing a massive trade. Because let’s be real — #MI will definitely try to demand another important player alongside #ShivamDube in any",MI,neutral
211,"विद्यार्थ्याने उडवली MIची खिल्ली; नीता अंबानीही हसू आवरू शकल्या नाहीत! #MumbaiIndians #MI #IPL #Cricket #ViralQuote #Motivation #LifeLesson #GraduationSpeech Mumbai Indians, MI joke, viral graduation speech, Nita Ambani reaction, 251SP",MI,neutral
212,"Nothing has been finalised yet on Hardik Pandya. It's too early to say MI have moved on from their current captain. If it happens, it will be after discussions that take place in June. #MI @shamik100",MI,neutral
213,I can't handle it because its so cold #CSK #MI #RCB,MI,neutral
214,Mumbai Indians and Royal Challengers Bengaluru have won multiple IPL and WPL titles. #Cricket #MI #IPL2026,MI,positive
215,"Breaking Mumbai Indians management is set to remove Jayawardene from the position of head coach before the start of the next season. Additionally, it is being learned that more changes are set to take place in the coaching setup as well #ipl20206 #Mi #Ipl #iplchampions #Mumbai",MI,neutral
216,"My take on #HardikPandya to #CSK If #MI decide to move on from Hardik, a trade seems far more realistic than a release. Releasing a player of his value would give Mumbai very little in return. If Hardik's preferred destination is CSK, similar to the way some transfer",MI,neutral
217,CSK-க்கு வரப்போகும் ஹர்திக் பாண்டியா?? வைரலாக பரவும் செய்தி! Ex சிஎஸ்கே வீரர் கருத்து! https:// puthiyathalaimurai.com/sports/cricket /badrinath-shares-his-views-on-the-reports-regarding-hardik-pandya-potentially-joining-csk … #CSK | #HardikPandya | #MI | #IPLTrade,MI,neutral
218,Summary of @MI_GOV_PL activities May in brief: road investments; railway investments; PKP Intercity transport results. #MonthlySummary #MI #Infrastructure @GDDKiA @PKPIntercityPDP @PKP_PLK_SA,MI,neutral
219,"HISTORIC: #RCB WON SECOND TROPHY, JOINED #MI & #CSK ’s ELITE CLUB! Read More:",MI,positive
220,Got a update from a source will update around 5.00 pm for mi and hardik fans Stay tuned #IPl2026 #MI,MI,positive
221,"Reverse-Sweeping the ball to the 2nd tier of the stadium for a Six. By Heinrich Klaasen is ""Absolute Cinema"" for me #SRH #MI #MIvSRH #IPL #IPL2026",MI,neutral
222,#GTvsRR #MI Neeta Ambani to Hardik Pandya:,MI,neutral
223,Rinku Ka Tiyag Dhenayki Planning!! Laykin Coach Saab Nahi Maanrey Hay #KKR #MI #DC #CSK #ipl_2026,MI,neutral
224,"2017 • 2018 • 2019 • 2020 • 2021 #MI and #CSK were literally passing the #IPL trophy back and forth like it belonged to them. 2017 — MI 2018 — CSK 2019 — MI 2020 — MI 2021 — CSK Meanwhile, the rest of the league was just trying to get a turn.",MI,positive
225,"""Stressed, Exhausted"" Hardik Pandya tells Mumbai Indians he is ""Done"": Report #HardikPandya #MumbaiIndians #MI #IPL2026 https:// sports.ndtv.com/ipl-2026/stres sed-exhausted-hardik-pandya-tells-mumbai-indians-he-is-done-report-11563112 …",MI,neutral
226,"I want to write some new article or something, but not without new game releases, huh⋯⋯. #SNK #KOF #MI #Alba Meira Birthday Festival 2026 #Soiree Meira Birthday Festival 2026 【SNK】Minamimachi Nada【MI】｜Ureshino @a_ureshino",MI,neutral
227,"""Like the Mumbai Indians team, we too will face some tough times,"" said the student who roasted the Mumbai Indians team right in front of Nita Ambani at the school's graduation ceremony! #IPL2026 | #MI | #NitaAmbani | #TamilnaduNews | #Nakkheeran",MI,neutral
228,Tilak Varma reveals the captaincy lessons he picked up from Rohit Sharma as he gears up for his new role as India's vice-captain in T20Is! #India #MI #RohitSharma #Sportskeeda,MI,neutral
229,"Dhoni, following Rohit Sharma!! #MSDhoni | #RohitSharma | #MI | #CSK | #RCB | #RajatPatidar | #Cricket | #Sports",MI,neutral
230,Hardik Pandya | CSK வில் ஹர்திக் பாண்டியா? ரசிகர்களுக்கு காத்திருக்கும் சர்ப்ரைஸ் https:// thanthitv.com/news/sports/ha rdik-pandya-in-csk-a-surprise-may-be-in-store-for-fans … #hardikpandya #mi #csk #cricket #ipl2026,MI,positive
231,RCB become only the fourth franchise in IPL history to win multiple titles #IPL #CSK #MI #RCB #Cricket,MI,neutral
232,Ft-RohitSharma father of all ipl teams #RohitSharma #MI,MI,neutral
233,"When i was posting about these things, some 's were barking under my tweets. ko bar bar waqt par dalna padtha hay. #trade #ipl2026 #mi #csk #dc #kkr #IPL",MI,neutral
234,#Mi #Voto #Keiko2026 #Modernidad #Actualidad #Compromiso #organización #profesionalismo #Ahora #Familiaridad,MI,neutral
235,MI are expected to retain Suryakumar Yadav for IPL 2027 Source: Cricbuzz #MumbaiIndians #MI #SuryakumarYadav #IPL #CricketTwitter,MI,neutral
236,Can you find the player.. #CSK #RCB #MI,MI,neutral
237,Meeting between Hardik & MI to discuss his future #HardikPandya #MI,MI,neutral
238,Whichever team SKY goes that's my 2nd fav after #MI until Rohit plays,MI,neutral
239,"The team will conduct self-reflection on their performance around management, having lost 10 out of 14 matches in this season #IPL2026 #MI",MI,negative
240,"#MI set to sack #HardikPandya as captain; team spot not guaranteed, coaching staff says ' #noncoachable ': Report #ZeeCards Read Here:",MI,neutral
241,"Seriously, I always thought #GT was an overrated team for #Playoffs. They have only 3 batters and thats it. I still believe #PBKS #DC and #KKR in the playoffs would have been better for the tournament. Congrats #RCB for qualifying two finals in a row like #CSK 2010 and 2011 and",PBKS,positive
242,Double hattrick in a T20 match at just 21 years old. @PunjabKingsIPL & @RickyPonting keep an eye on Varun Singh Bhue for #IPL2027. Young left-arm spinner with serious potential. #PBKS #PunjabKings #CCPL #shreyasiyer #punjab #ponting #punter #ipl2027,PBKS,neutral
243,"Rajasthan Royals won, kya? A local Punjabi boy sent the RR buses back to Jaipur #PBKS #PunjabKings #GT #Gill #Shreyas #RRvGT #Punjabi",PBKS,neutral
244,"Same one point valla, playoffs lo berth dorakaledhu.. #PBKS",PBKS,positive
245,7 straight wins and then getting eliminated — what went wrong for #PBKS this year? #Aakashvani #IPL,PBKS,neutral
246,Shubman Gill’s dad’s thappi proves that Punjabis are still alive in the IPL even Punjab got knocked out. Happy for Shubman Gill. Maybe in another universe he would have been playing for his home teamPunjab in the IPL. #PBKS #ShubmanGill #GTvsRR,PBKS,positive
247,Time to call a ceasefire IPL 2026 is done the RR vs #PBKS banter was fun and all the lafdas can rest until the next season. If Taran says he’s supported RR from Day 1 and never backed any other team there’s nothing wrong with that Let him support his team and we’ll support ours,PBKS,positive
248,"SAHIL MALHOTRA ( TOI ) clears the air on the #ShreyaIyer joining MI news floating around, hear this #PBKS fans",PBKS,positive
249,"I am glad for starter's @ashwinravi99 sir raised the point of split home venues hurting #PBKS and now @joybhattacharj AND @bhogleharsha sir have always point their thoughts forward on this, I think all of us Punjab fans want our team to play in Punjab and makes sense too #IPL",PBKS,positive
250,One of my dreams is to open an American style sports bar in Punjab. Any idea how much investment it would take to get started? Is it a profitable business? Would love to hear from anyone with experience in the hospitality or sports bar industry. #PBKS #punjabkings,PBKS,positive
251,It still feels quite surreal that Punjab Kings aren't in the playoffs. First 7 games - UNBEATEN (6 wins and 1 NR) Next 7 games - 6 straight losses and 1 win It's never over until its over!! #IPL2026 #PBKS,PBKS,positive
252,All this bhangbhisada of unbeaten 7 games run just to get knocked out of playoffs at the end.. #pbks,PBKS,positive
253,"If PBKS is serious about winning the trophy this is the perfect time to bring in Ravi Ashwin as Spin Bowling Coach Ashwin, Ponting and Shreyas have already worked together and share great cricketing understanding. Strengthen the spin department now #PBKS #PunjabKings #Shreyas",PBKS,positive
254,"Gujarat Titans have the highest qualification rate, while Punjab Kings have the lowest among the current IPL teams! #IPL2026 #GT #PBKS #Sportskeeda",PBKS,neutral
255,Sarpanch Saab in his element Shreyas Iyer spotted wearing his Punjab Kings helmet during the Mumbai T20 League. But surrr Shreyas is going to Mumbai Indians Some connections are bigger than rumors. #ShreyasIyer #PunjabKings #PBKS #SarpanchSaab #shreyas,PBKS,neutral
256,"If Punjab Kings never wins an IPL trophy, then let me remind you that one party will never come to power in Punjab either #PBKS #punjabkings #ShreyasIyer",PBKS,positive
257,I hope Ponting puts his foot down and has a clear conversation with #ShreyasIyer along with congratulation him on the Indian T20 captaincy #PBKS,PBKS,positive
258,Is #PBKS the most disappointing team of #IPL2026? What do @ImZaheer & @kartikmurali think? @GoogleIndia,PBKS,neutral
259,Declared India’s T20 captain and delivered a captain’s knock Sarpanch Saab smashes a 32 ball fifty in front of 22 000 fans pure dominance Shreyas Iyer’s graph since joining Punjab Kings #PBKS #ShreyasIyer #PunjabKings Video credits @T20Mumbai @StarSportsIndia,PBKS,positive
260,"wins out of How did #PBKS bottle this season @bhogleharsha, @joybhattacharj & @gauravkapur answer #IPL2026 @GoogleIndia",PBKS,negative
261,Shreyas Iyer makes playing spin look effortless. The way he clears the ropes in the middle overs is a rare skill and that’s exactly why he’s one of the most successful middle order batters after yuvraj. The middle phase wins matches and Shreyas masters it. #PBKS #PunjabKings,PBKS,neutral
262,Drop your honest view #PBKS fans on Shreyas Iyer the captain and batter for the team in these 2 years with the franchise #IPL2026,PBKS,positive
263,Guess who? #PBKS #punjabkings #ShreyasIyyer,PBKS,neutral
264,Mullanpur feels so empty without PBKS #IPL #PBKS,PBKS,neutral
265,Very good #PBKS #punjabkings #ShreyasIyer,PBKS,positive
266,Let's wait for something solid. At the end of the day. Shreyas will make the choice that fits best for his career ahead #PBKS #IPL2026,PBKS,positive
267,"I'm sorry but @PunjabKingsIPL admin bhul gaya to give the biggest reason..we belong to Punjab, many if us are here coz we are Punjabi first, it's our identity!:) #PBKS #IPL",PBKS,neutral
268,Insecurity dikh gai bhai. Inn bhai ko Arshdeep ne december mai call krke btaya ke bhai mai Shreyas se ldne waala hu #PBKS #IPL2026,PBKS,neutral
269,"Be it KXIP or #PBKS 3 / 19 playoffs is something that i am now looking back am not able to digest as a follower of this side from the start. We will be there with you yes, but looking at how other teams have atleast qualified more times, Hope so they sort it soon man #IPL2026",PBKS,positive
270,Will RR buses travel to Ahmedabad? Or will they travel back to Jaipur? #RRvsGT #GTvsRR #PBKS #PunjabKings,PBKS,neutral
271,"Next year, Ponting saab… we will lift the cup Hopefully the auction fixes our weak spots and makes Punjab unstoppable. We played really well this season, only Dharamshala didn’t go our way. Still believe in you and Shreyas #PBKS #PunjabKings #shreyasiyer",PBKS,positive
272,Kacha ja karta vichare nu #PBKS #punjabkings #shreyasiyer #punjabi #RR #RRvsPBKS #RRvsGT #GTvsRR,PBKS,neutral
273,He is talking about this username @ShubmanGill #PBKS #punjabkings,PBKS,neutral
274,"People are reporting hundreds of news on Arshdeep leaving #PBKS for MI, Shreyas is also being talked about. Well time will tell how accurate they are. Teams & players do what they feel is the best for them in terms of being traded its a part of the system #IPL2026",PBKS,positive
275,ਬਾਹੋ ਫੜ੍ਹ ਵੈਰੀ ਨੂੰ ਰੋਕਣ ਜੋਗਾ ਹੋ ਗਿਆ ਏ ਪੁੱਤ ਜੱਟ ਦਾ Thr whole of Punjab is standing behind Gill today. Show them what Punjabi blood is made of #PBKS #PunjabKings #ShreyasIyer #Punjab #GT #Gill #IPL #iplinpunjabi #shubmangill #IPLfinal #RCB #RCBvsGT #GTvsRCB,PBKS,neutral
276,"In IPL 2027, these captains could be entering the auctions Hardik Pandya Rishabh Pant Axar Patel Ajinkya Rahane Ruturaj Gaikwad Who are you most excited to see? #IPL #PBKS #RRvsGT #PunjabKings #ShreyasIyer",PBKS,neutral
277,#IPL2026 #PBKS #PunjabKings From table-toppers to playoff exit — how Punjab Kings’ season unravelled PBKS IPL 2026 review,PBKS,neutral
278,"As per reports, Punjab Kings may bring their women’s team to the IPL as cricket craze keeps growing in Punjab Who should be the marquee player? And what should the team name be? I think “Punjab Queen XI” sounds good #PBKS #PunjabKings #shreyas",PBKS,positive
279,The only cricket journalist I truly trust is Vikrant Gupta So until Vikrant Gupta says that Shreyas Iyer has been selected as India’s new T20 captain or there is an official announcement from the BCCI don’t believe every page on social media. #PBKS #PunjabKings #shreyasiyer,PBKS,neutral
280,"OPINION: As i see #ShreyasIyer will put the control he has, the image within the fans and the team he built at risk if that unlikely move to MI happens. I am confident that he will atleast for 2027 stick to #PBKS and then see based on next year's performance",PBKS,positive
281,Ee … 2x Naamdu #RCB,RCB,positive
282,"#RCB fans, Virat Kohli has a heartfelt message for you Share your message for your #TATAIPL Champion #Final | #TheFinalLeap | #RCBvGT | @imVkohli",RCB,positive
283,Ee -nu Cup Namde Congratulations @RCBTweets #bengaluru #bangalore #rcb,RCB,positive
284,"#Bengaluru is celebrating #RCB ’s #IPL triumph in style! As colourful fireworks light up the city’s skyline, the streets have turned into a sea of jubilant fans soaking in a historic night. A 2.5 year-old fan spotted waving a RCB flag on Church Street @timesofindia",RCB,positive
285,"It was so nice, they had to win it twice #RCB #RajatPatidar",RCB,positive
286,The names that made the difference. #IPL #RCB #Aakashvani #Cricket,RCB,neutral
287,"What a moment for #RCB! Congratulations to the entire team, and fans who kept the faith all these years. And a special salute to @imVkohli, whose journey makes this victory even sweeter. #iplchampion",RCB,positive
288,I can't handle it because its so cold #CSK #MI #RCB,RCB,neutral
289,Respect++++++ #Cricket #IPL #RCB #CSK,RCB,positive
290,"RAJAT PATIDAR vs BL in MP-T20: • 29 (15) • 4s x 3, 6s x 1 • 193 SR Had a partnership with inform Parth 79(35). Decent Innings from Captain #RCB #IPL2026 #PlayBold",RCB,neutral
291,Virushka enjoying their own little moment: RCB #ViratKohli #AnushkaSharma #RCB #Insidesport #CricketTwitter,RCB,neutral
292,RCB 3rd Trophy Loading – IPL 2027 #rcb #trophy #t20cricket #viratkohli #rajatpatidar #viral #trendingreels #reels,RCB,positive
293,Lions Never Cheat #IPL #CSK #RCB,RCB,negative
294,Dhoni is different beast #dhoni #RCB #CSK,RCB,positive
295,"RCB completely owned the viewership charts in IPL 2026, with only matches crossing the 40-crore viewership mark all tournament, and all involving RCB #RCB #IPL2026 #IPL #CricketTwitter",RCB,neutral
296,Nushrratt Bharuccha Clarifies Viral RCB Celebration Video Controversy #NushrrattBharuccha #RCB #ViralVideo #CelebrityNews #EntertainmentNews #TrendingNews #SocialMediaBuzz #StackUmbrella,RCB,neutral
297,Art of Swing #RCB #BhuvneshwarKumar,RCB,neutral
298,The Indian selectors left out two absolute champion performers of IPL 2026 You gotta feel for Rajat Patidar and Bhuvneshwar Kumar #IPL #RCB #IREvIND #AsianGames2026,RCB,positive
299,Pati Dhar was right there #RCB,RCB,neutral
300,𝐁𝐎𝐋𝐃 𝐅𝐈𝐅𝐀 𝐖𝐎𝐑𝐋𝐃 𝐂𝐔𝐏 𝟐𝟎𝟐𝟔 𝐏𝐈𝐂𝐊𝐒 𝐟𝐭. @devdpd07 #RCB • #FIFAWorldCup26 • #BoldBrigade,RCB,positive
301,"Rahul Dravid left them in a bad state and last year they were in the news for all the wrong reasons. #RR head coach @KumarSanga2: ""RR is not, probably was in 2022, we've made a conscious decision that we're going to change that, and we're going to get as many players that can",RR,negative
302,"Today, the big difference between team #RR and team #GT was a Chichora captain #Parag and a mature and talented captain @ShubmanGill. If a team is having a Chichora captain then the team can never win the title. #LSG & #DC are also having Chichora captains.",RR,neutral
303,Talk about ending the innings on a big note Donovan Ferreira's fiery finish for #RR Updates https:// bit.ly/TATAIPL-2026-Q ualifier2 … #TATAIPL | #Qualifier2 | #TheFinalLeap | #GTvRR | @rajasthanroyals,RR,neutral
304,Vaibhav Suryavanshi Seen Hiding Tears Under His Cap After Defeat ◆ Vaibhav Suryavanshi's Fans Get Emotional Seeing the Pictures #VaibhavSuryavanshi | #RR | Vaibhav Suryavanshi,RR,positive
305,"Age is just a number, and Michael Hussey and Vaibhav Sooryavanshi proved it in the IPL! Here are the oldest and youngest players to win the Orange Cap. #IPL2026 #RR #Cricket #Sportskeeda",RR,positive
306,"Chin up, Boss Baby! A season to remember! Current Orange Cap holder - 776 runs Fastest fifty in playoffs - 16 balls Best batting strike rate - 237 Most sixes - 73 You are already a champion! #TATAIPL #VaibhavSooryavanshi #RR",RR,positive
307,Here are the teams whose pace-attack took IPL 2026 by storm #RCB #RR #SRH #GT #CSK #IPL2026,RR,neutral
308,Anitiki Tondaraaa #SRH #RR,RR,neutral
309,Vaibhav Sooryavanshi wins multiple awards in IPL 2026! What a talent and what a season from the 15-year-old RR opener! #IPL2026 #RR #Sportskeeda,RR,positive
310,"Vaibhav Sooryavanshi is the only player in IPL history with a strike rate of 200+ among batters with a minimum of 1,000 IPL runs! #IPL2026 #RR #Sportskeeda",RR,neutral
311,"#RR - 9/2 in first 10 Balls Normal Match ல எல்லாம் நல்லா ஆடிட்டு, Main match ல இப்டி விடறீங்களே யா Vaibhav is still there.. That’s the only Hope left now.. #RRvsGT #IPL2026",RR,positive
312,Next #IPLauction agenda for #RR should be buying a captain,RR,neutral
313,"Enjoying the boring #IPL final? Precisely, because #RR is missing",RR,neutral
314,Vaibhav Sooryavanshi Records | World Class பவுலர்களை ஓட விட்ட வைபவ் - ஆரஞ்சு கேப் முதல் சிக்ஸர் வரை.. விருதுகளை அள்ளி குவித்த சூர்யவன்ஷி #VaibhavSooryavanshi | #RR | #RajasthanRoyals | #Cricketer | #TeaTimeNews | #SportsNews | #ThanthiTV,RR,positive
315,"Vaibhav Sooryavanshi recalls his disappointment during the IPL 2025 auction, where only two teams bid for him. #RR #IPL #Cricket #Sportskeeda",RR,neutral
316,FIFTEEN YEARS OLD. That's it. That's the caption. #IPL2026 #VaibhavSooryavanshi #RR,RR,neutral
317,Ho Raha a chota sa comeback.. Dil behelane wala comeback by #RR #GTvsRR,RR,positive
318,"𝐃𝐢𝐟𝐟𝐞𝐫𝐞𝐧𝐭 𝐚𝐠𝐞, 𝐬𝐚𝐦𝐞 𝐢𝐦𝐩𝐚𝐜𝐭. #RR ’s youngest (Vaibhav Sooryavanshi) & oldest (Ravindra Jadeja) shining on the biggest stage #TATAIPL Qualifier 2 #GTvRR | LIVE NOW https:// hotstar.onelink.me/UsKp/0mvcuy4z",RR,neutral
319,"#TusharDeshpande tonight in the T20 Mumbai League With the ball: 4-0-15-1 With the bat: 33 (14) 2 Fours | 3 Sixes His season with #RR wasn't great and he could be released. But let's be honest.. Tushar understands the #CSK environment, knows the conditions,",RR,positive
320,Vaibhav Sooryavanshi opens up on his post-IPL 2026 final chat with Virat Kohli. #ViratKohli #RR #RCB,RR,positive
321,Vaibhav Sooryavanshi joins the prestigious list of Most Valuable Player award winners! #IPL2026 #RR #Sportskeeda,RR,neutral
322,"Just one step away from the finals, #RR 's loss left Vaibhav Suryavanshi shattered. As soon as the match was lost, he appeared like this with tears in his eyes. #VaibhavSooryaVanshi #IPL2026 #UANow",RR,negative
323,"Vaibhav Sooryavanshi dominated the Powerplay like no one else this season Fearless from ball one, the RR youngster topped the charts for most runs in the first six overs and turned every Powerplay into his playground #VaibhavSooryavanshi #RR #IPL2026 #Sportskeeda",RR,neutral
324,"A new name joins the Orange Cap honour roll! Vaibhav Sooryavanshi becomes only the second RR batter to finish as the leading run-scorer in an IPL season, capping off a sensational IPL 2026 campaign. #IPL2026 #RR #Sportskeeda",RR,neutral
325,Vaibhav Sooryavanshi fulfilled his batting goal in IPL 2026 #Cricket #RR #IPL,RR,neutral
326,The wait continues for Rajasthan Royals They are still searching for their second IPL title since winning the inaugural season under the legendary Shane Warne #Cricket #RR #SKC #IPL2026,RR,positive
327,"3:30am, #RR, generations finished",RR,negative
328,"Vaibhav Sooryavanshi is now the fastest Indian batter to complete 1000 IPL runs, reaching the milestone in just 23 innings! #IPL2026 #RR #Cricket #Sportskeeda",RR,neutral
329,Vaibhav Sooryavanshi Owns Costly Error Following Rajasthan Royals' Qualifier 2 Exit #VaibhavSooryavanshi #RR,RR,neutral
330,Vaibhav Sooryavanshi becomes the third RR player to win the Emerging Player of the Season award! #IPL2026 #RR #Sportskeeda,RR,positive
331,"Individual history.. Rajasthan Royals' Vaibhav Suryavanshi, who became the youngest player to score 1000 runs in the IPL at breakneck speed #RR | #VaibavSuryavanshi | #RRVSGT | #IPL | #Newstamil24x7",RR,neutral
332,"This is how pathetically you scored 140 for just ten overs against #RR, right? #GT",RR,neutral
333,Vaibhav Sooryavanshi | World Class பவுலர்களை ஓட விட்ட வைபவ் - ஆரஞ்சு கேப் முதல் சிக்ஸர் வரை.. https:// thanthitv.com/news/sports/va ibhav-sooryavanshi-the-batting-sensation-who-made-world-class-bowlers-run-for-cover-from-orange-cap-to-big-sixes … #VaibhavSooryavanshi | #RR | #RajasthanRoyals | #Cricketer | #TeaTimeNews | #SportsNews | #ThanthiTV,RR,positive
334,I think #RR deserves 8/10,RR,neutral
335,"""I had made a note on my phone that I wanted to score more than 700 runs this season."" - Vaibhav Sooryavanshi on his spectacular show in IPL 2026. #IPL2026 #RR",RR,neutral
336,"The dream of the finals was shattered even before the role was played, leaving Vaibhav in tears #ilp2026 #RR #news18gujarati",RR,positive
